Authors,Title,Year,Volume,Abstract,T_tokens_,T_tokens,T_tokens_join
Puhan G.; Moses T.P.; Yu L.; Dorans N.J.,Using log-linear smoothing to improve small-sample DIF estimation,2009,46,"This study examined the extent to which log-linear smoothing could improve the accuracy of differential item functioning (DIF) estimates in small samples of examinees. Examinee responses from a certification test were analyzed using White examinees in the reference group and African American examinees in the focal group. Using a simulation approach, separate DIF estimates for seven small-sample-size conditions were obtained using unsmoothed (U) and smoothed (S) score distributions. These small sample U and S DIF estimates were compared to a criterion (i.e., DIF estimates obtained using the unsmoothed total data) to assess their degree of variability (random error) and accuracy (bias). Results indicate that for most studied items smoothing the raw score distributions reduced random error and bias of the DIF estimates, especially in the small-sample-size conditions. Implications of these results for operational testing programs are discussed. © 2009 by the National Council on Measurement in Education.","['loglinear', 'smooth', 'improve', 'smallsample', 'DIF', 'estimation']","['loglinear', 'smooth', 'improve', 'smallsample', 'dif', 'estimation']",loglinear smooth improve smallsample dif estimation
Finch H.,Estimation of item response theory parameters in the presence of missing data,2008,45,"Missing data are a common problem in a variety of measurement settings, including responses to items on both cognitive and affective assessments. Researchers have shown that such missing data may create problems in the estimation of item difficulty parameters in the Item Response Theory (IRT) context, particularly if they are ignored. At the same time, a number of data imputation methods have been developed outside of the IRT framework and been shown to be effective tools for dealing with missing data. The current study takes several of these methods that have been found to be useful in other contexts and investigates their performance with IRT data that contain missing values. Through a simulation study, it is shown that these methods exhibit varying degrees of effectiveness in terms of imputing data that in turn produce accurate sample estimates of item difficulty and discrimination parameters. © 2008 by the National Council on Measurement in Education.","['estimation', 'item', 'response', 'theory', 'parameter', 'presence', 'miss', 'datum']","['estimation', 'item', 'response', 'theory', 'parameter', 'presence', 'miss', 'datum']",estimation item response theory parameter presence miss datum
Kim S.; Feldt L.S.,A comparison of tests for equality of two or more independent alpha coefficients,2008,45,"This article extends the Bonett (2003a) approach to testing the equality of alpha coefficients from two independent samples to the case of m ≥ 2 independent samples. The extended Fisher-Bonett test and its competitor, the Hakstian-Whalen (1976) test, are illustrated with numerical examples of both hypothesis testing and power calculation. Computer simulations are used to compare the performance of the two tests and the Feldt (1969) test (for m = 2) in terms of power and Type I error control. It is shown that the Fisher-Bonett test is just as effective as its competitors in controlling Type I error, is comparable to them in power, and is equally robust against heterogeneity of error variance. © 2008 by the National Council on Measurement in Education.","['comparison', 'test', 'equality', 'independent', 'alpha', 'coefficient']","['comparison', 'test', 'equality', 'independent', 'alpha', 'coefficient']",comparison test equality independent alpha coefficient
Clauser B.E.; Harik P.; Margolis M.J.,A multivariate generalizability analysis of data from a performance assessment of physicians' clinical skills,2006,43,"Although multivariate generalizability theory was developed more than 30 years ago, little published research utilizing this framework exists and most of what does exist examines tests built from tables of specifications. In this context, it is assumed that the universe scores from levels of the fixed multivariate facet will be correlated, but the error terms will be uncorrelated because subscores result from mutually exclusive sets of test items. This paper reports on an application in which multiple subscores are derived from each task completed by the examinee. In this context, both universe scores and errors may be correlated across levels of the fixed multi-variate facet. The data described come from the United States Medical Licensing Examination® Step 2 Clinical Skills Examination. In this test, each examinee interacts with a series of standardized patients and each interaction results in four component scores. The paper focuses on the application of multivariate generalizability theory in this context and on the practical interpretation of the resulting estimated variance and covariance components.","['multivariate', 'generalizability', 'analysis', 'datum', 'performance', 'assessment', 'physician', 'clinical', 'skill']","['multivariate', 'generalizability', 'analysis', 'datum', 'performance', 'assessment', 'physician', 'clinical', 'skill']",multivariate generalizability analysis datum performance assessment physician clinical skill
Wise S.L.; Demars C.E.,An application of item response time: The effort-moderated IRT model,2006,43,"The validity of inferences based on achievement test scores is dependent on the amount of effort that examinees put forth while taking the test. With low-stakes tests, for which this problem is particularly prevalent, there is a consequent need for psychometric models that can take into account differing levels of examinee effort. This article introduces the effort-moderated IRT model, which incorporates item response time into proficiency estimation and item parameter estimation. In two studies of the effort-moderated model when rapid guessing (i.e., reflecting low examinee effort) was present, one based on real data and the other on simulated data, the effort-moderated model performed better than the standard 3PL model. Specifically, it was found that the effort-moderated model (a) showed better model fit, (b) yielded more accurate item parameter estimates, (c) more accurately estimated test information, and (d) yielded proficiency estimates with higher convergent validity. © Copyright 2006 by the National Council on Measurement in Education.","['application', 'item', 'response', 'time', 'effortmoderated', 'IRT']","['application', 'item', 'response', 'time', 'effortmoderated', 'irt']",application item response time effortmoderated irt
Stone C.A.; Zhang B.,Assessing Goodness of Fit of Item Response Theory Models: A Comparison of Traditional and Alternative Procedures,2003,40,"Testing the goodness of fit of item response theory (IRT) models is relevant to validating IRT models, and new procedures have been proposed. These alternatives compare observed and expected response frequencies conditional on observed total scores, and use posterior probabilities for responses across θ levels rather than cross-classifying examinees using point estimates of θ and score responses. This research compared these alternatives with regard to their methods, properties (Type I error rates and empirical power), available research, and practical issues (computational demands, treatment of missing data, effects of sample size and sparse data, and available computer programs). Different advantages and disadvantages related to these characteristics are discussed, A simulation study provided additional information about empirical power and Type I error rates.","['assess', 'Goodness', 'Fit', 'Item', 'Response', 'Theory', 'Models', 'Comparison', 'traditional', 'Alternative', 'procedure']","['assess', 'goodness', 'fit', 'item', 'response', 'theory', 'models', 'comparison', 'traditional', 'alternative', 'procedure']",assess goodness fit item response theory models comparison traditional alternative procedure
Allen N.L.; Holland P.W.; Thayer D.T.,Measuring the benefits of examinee-selected questions,2005,42,"Allowing students to choose the question(s) that they will answer from among several possible alternatives is often viewed as a mechanism for increasing fairness in certain types of assessments. The fairness of optional topic choice is not a universally accepted fact, however, and various studies have been done to assess this question. We examine an important class of experiments that we call CI-A, ""choose one, answer all,"" designs, and point out an important problem that they face. We suggest two analytical methods that can be used to circumvent this problem. We illustrate our ideas using the data from Bridgeman et al. (1997). Our reanalysis of these data show: (a) that differential topic difficulty exists in real choice data, (b) that it affects naïve analyses of such data and masks the effects, positive or negative, of examinee choice, (c) that in this study there is a measurable and positive effect of examinee choice that follows predicted patterns in most but not all cases, (d) that the beneficial strength of examinee choice varies from case to case, and (e) that while the benefits of choice in terms of average points scored on the essays are usually positive, there is a substantial amount of variation around these averages and it is not uncommon for ""incorrect"" choices to be associated with higher test performance.","['measure', 'benefit', 'examineeselecte', 'question']","['measure', 'benefit', 'examineeselecte', 'question']",measure benefit examineeselecte question
De La Torre J.; Deng W.,Improving person-fit assessment by correcting the ability estimate and its reference distribution,2008,45,"The standardized log-likelihood of a response vector (lz) is a popular IRT-based person-fit test statistic for identifying model-misfitting response patterns. Traditional use of lz is overly conservative in detecting aberrance due to its incorrect assumption regarding its theoretical null distribution. This study proposes a method for improving the accuracy of person-fit analysis using lz which takes into account test unreliability when estimating the ability and constructs the distribution for each lz through resampling methods. The Type I error and power (or detection rate) of the proposed method were examined at different test lengths, ability levels, and nominal α levels along with other methods, and power to detect three types of aberrance - cheating, lack of motivation, and speeding - was considered. Results indicate that the proposed method is a viable and promising approach. It has Type I error rates close to the nominal value for most ability levels and reasonably good power. © 2008 by the National Council on Measurement in Education.","['improve', 'personfit', 'assessment', 'correct', 'ability', 'estimate', 'reference', 'distribution']","['improve', 'personfit', 'assessment', 'correct', 'ability', 'estimate', 'reference', 'distribution']",improve personfit assessment correct ability estimate reference distribution
Finkelman M.; Kim W.; Roussos L.A.,Automated test assembly for cognitive diagnosis models using a genetic algorithm,2009,46,"Much recent psychometric literature has focused on cognitive diagnosis models (CDMs), a promising class of instruments used to measure the strengths and weaknesses of examinees. This article introduces a genetic algorithm to perform automated test assembly alongside CDMs. The algorithm is flexible in that it can be applied whether the goal is to minimize the average number of classification errors, minimize the maximum error rate across all attributes being measured, hit a target set of error rates, or optimize any other prescribed objective function. Under multiple simulation conditions, the algorithm compared favorably with a standard method of automated test assembly, successfully finding solutions that were appropriate for each stated goal. © 2009 by the National Council on Measurement in Education.","['automate', 'test', 'assembly', 'cognitive', 'diagnosis', 'genetic', 'algorithm']","['automate', 'test', 'assembly', 'cognitive', 'diagnosis', 'genetic', 'algorithm']",automate test assembly cognitive diagnosis genetic algorithm
Myford C.M.; Wolfe E.W.,Monitoring rater performance over time: A framework for detecting differential accuracy and differential scale category use,2009,46,"In this study, we describe a framework for monitoring rater performance over time. We present several statistical indices to identify raters whose standards drift and explain how to use those indices operationally. To illustrate the use of the framework, we analyzed rating data from the 2002 Advanced Placement English Literature and Composition examination, employing a multifaceted Rasch approach to determine whether raters exhibited evidence of two types of differential rater functioning over time (i.e., changes in levels of accuracy or scale category use). Some raters showed statistically significant changes in their levels of accuracy as the scoring progressed, while other raters displayed evidence of differential scale category use over time. © 2009 by the National Council on Measurement in Education.","['monitor', 'rater', 'performance', 'time', 'framework', 'detect', 'differential', 'accuracy', 'differential', 'scale', 'category']","['monitor', 'rater', 'performance', 'time', 'framework', 'detect', 'differential', 'accuracy', 'differential', 'scale', 'category']",monitor rater performance time framework detect differential accuracy differential scale category
Van Der Linden W.J.; Breithaupt K.; Chuah S.C.; Zhang Y.,Detecting differential speededness in multistage testing,2007,44,"A potential undesirable effect of multistage testing is differential speededness, which happens if some of the test takers run out of time because they receive subtests with items that are more time intensive than others. This article shows how a probabilistic response-time model can be used for estimating differences in time intensities and speed between subtests and test takers and detecting differential speededness. An empirical data set for a multistage test in the computerized CPA Exam was used to demonstrate the procedures. Although the more difficult subtests appeared to have items that were more time intensive than the easier subtests, an analysis of the residual response times did not reveal any significant differential speededness because the time limit appeared to be appropriate. In a separate analysis, within each of the subtests, we found minor but consistent patterns of residual times that are believed to be due to a warm-up effect, that is, use of more time on the initial items than they actually need. © 2007 by the National Council on Measurement in Education.","['detect', 'differential', 'speededness', 'multistage', 'testing']","['detect', 'differential', 'speededness', 'multistage', 'testing']",detect differential speededness multistage testing
Stout W.,Skills diagnosis using IRT-based continuous latent trait models,2007,44,"This article summarizes the continuous latent trait IRT approach to skills diagnosis as particularized by a representative variety of continuous latent trait models using item response functions (IRFs). First, several basic IRT-based continuous latent trait approaches are presented in some detail. Then a brief summary of estimation, model checking, and assessment scoring aspects are discussed. Finally, the University of California at Berkeley multidimensional Rasch-model-grounded SEPUP middle school science-focused embedded assessment project is briefly described as one significant illustrative application. © 2007 by the National Council on Measurement in Education.","['skill', 'diagnosis', 'irtbased', 'continuous', 'latent', 'trait']","['skill', 'diagnosis', 'irtbased', 'continuous', 'latent', 'trait']",skill diagnosis irtbased continuous latent trait
Gierl M.J.; Zheng Y.; Cui Y.,Using the attribute hierarchy method to identify and interpret cognitive skills that produce group differences,2008,45,"The purpose of this study is to describe how the attribute hierarchy method (AHM) can be used to evaluate differential group performance at the cognitive attribute level. The AHM is a psychometric method for classifying examinees' test item responses into a set of attribute-mastery patterns associated with different components in a cognitive model of task performance. Attribute probabilities, computed using a neural network, can be estimated on each attribute for each examinee thereby providing specific information about the examinee's attribute-mastery level. These probabilities can also be compared across groups. We describe a four-step procedure for estimating and interpreting group differences using the AHM. We also provide an example using student response data from a sample of algebra items on the SAT to illustrate our pattern recognition approach for studying group differences. © 2007 by the National Council on Measurement in Education.","['attribute', 'hierarchy', 'method', 'identify', 'interpret', 'cognitive', 'skill', 'produce', 'group', 'difference']","['attribute', 'hierarchy', 'method', 'identify', 'interpret', 'cognitive', 'skill', 'produce', 'group', 'difference']",attribute hierarchy method identify interpret cognitive skill produce group difference
Leighton J.P.; Gierl M.J.; Hunka S.M.,The attribute hierarchy method for cognitive assessment: A variation on Tatsuoka's rule-space approach,2004,41,"A cognitive item response theory model called the attribute hierarchy method (AHM) is introduced and illustrated. This method represents a variation of Tatsuoka's rule-space approach. The AHM is designed explicitly to link cognitive theory and psychometric practice to facilitate the development and analyses of educational and psychological tests. The following are described: cognitive properties of the AHM; psychometric properties of the AHM, as well as a demonstration of how the AHM differs from Tatsuoka's rule-space approach; and application of the AHM to the domain of syllogistic reasoning to illustrate how this approach can be used to evaluate the cognitive competencies required in a higher-level thinking task. Future directions for research are also outlined.","['attribute', 'hierarchy', 'method', 'cognitive', 'assessment', 'variation', 'Tatsuokas', 'rulespace', 'approach']","['attribute', 'hierarchy', 'method', 'cognitive', 'assessment', 'variation', 'tatsuokas', 'rulespace', 'approach']",attribute hierarchy method cognitive assessment variation tatsuokas rulespace approach
Walker C.M.; Beretvas S.N.,Comparing Multidimensional and Unidimensional Proficiency Classifications: Multidimensional IRT as a Diagnostic Aid,2003,40,"This research examined the effect of scoring items thought to be multidimensional using a unidimensional model and demonstrated the use of multidimensional item response theory (MIRT) as a diagnostic tool. Using real data from a large-scale mathematics test, previously shown to function differentially in favor of proficient writers, the difference in proficiency classifications was explored when a two-versus one-dimensional confirmatory model was fit. The estimate of ability obtained when using the unidimensional model was considered to represent general mathematical ability. Under the two-dimensional model, one of the two dimensions was also considered to represent general mathematical ability. The second dimension was considered to represent the ability to communicate in mathematics. The resulting pattern of mismatched proficiency classifications suggested that examinees found to have less mathematics communication ability were more likely to be placed in a lower general mathematics proficiency classification under the unidimensional than multidimensional model. Results and implications are discussed.","['compare', 'Multidimensional', 'Unidimensional', 'Proficiency', 'Classifications', 'Multidimensional', 'IRT', 'diagnostic', 'aid']","['compare', 'multidimensional', 'unidimensional', 'proficiency', 'classifications', 'multidimensional', 'irt', 'diagnostic', 'aid']",compare multidimensional unidimensional proficiency classifications multidimensional irt diagnostic aid
Lee G.,A comparison of methods of estimating conditional standard errors of measurement for testlet-based test scores using simulation techniques,2000,37,"The primary purpose of this study was to investigate the appropriateness and implication of incorporating a testlet definition into the estimation of procedures of the conditional standard error of measurement (SEM) for tests composed of testlets. Another purpose was to investigate the bias in estimates of the conditional SEM when using item-based methods instead of testlet-based methods. Several item-based and testlet-based estimation methods were proposed and compared. In general, item-based estimation methods underestimated the conditional SEM for tests composed for testlets, and the magnitude of this negative bias increased as the degree of conditional dependence among items within testlets increased. However, an item-based method using a generalizability theory model provided good estimates of the conditional SEM under mild violation of the assumptions for measurement modeling. Under moderate or somewhat severe violation, testlet-based methods with item response models provided good estimates.","['comparison', 'method', 'estimate', 'conditional', 'standard', 'error', 'testletbase', 'test', 'score', 'simulation', 'technique']","['comparison', 'method', 'estimate', 'conditional', 'standard', 'error', 'testletbase', 'test', 'score', 'simulation', 'technique']",comparison method estimate conditional standard error testletbase test score simulation technique
Lee W.-C.; Brennan R.L.; Kolen M.J.,Estimators of conditional scale-score standard errors of measurement: A simulation study,2000,37,"This paper describes four procedures previously developed for estimating conditional standard errors of measurement for scale scores: the IRT procedure (Kolen, Zeng, & Hanson, 1996), the binomial procedure (Brennan & Lee, 1999), the compound binomial procedure (Brennan & Lee, 1999), and the Feldt-Qualls procedure (1998). These four procedures are based on different underlying assumptions. The IRT procedure is based on the unidimensional IRT model assumptions. The binomial and compound binomial procedures employ, as the distribution of errors, the binomial model and compound binomial model, respectively. By contrast, the Feldt-Qualls procedure does not depend on a particular psychometric model, and it simply translates any estimated conditional raw-score SEM to a conditional scale-score SEM. These procedures are compared in a simulation study, which involves two-dimensional data sets. The presence of two category dimensions reflects a violation of the IRT unidimensionality assumption. The relative accuracy of these procedures for estimating conditional scale-score standard errors of measurement is evaluated under various circumstances. The effects of three different types of transformations of raw scores are investigated including developmental standard scores, grade equivalents, and percentile ranks. All the procedures discussed appear viable. A general recommendation is made that test users select a procedure based on various factors such as the type of scale score of concern, characteristics of the test, assumptions involved in the estimation procedure, and feasibility and practicability of the estimation procedure.","['estimator', 'conditional', 'scalescore', 'standard', 'error', 'simulation', 'study']","['estimator', 'conditional', 'scalescore', 'standard', 'error', 'simulation', 'study']",estimator conditional scalescore standard error simulation study
Wollack J.A.,Comparison of Answer Copying Indices with Real Data,2003,40,"This study investigated the Type I error rate and power of four copying indices, K-index (Holland, 1996), Scrutiny! (Assessment Systems Corporation, 1993), g2 (Frary, Tideman, & Watts, 1977), and ω (Wollack, 1997) using real test data from 20,000 examinees over a 2-year period. The data were divided into three different test lengths (20, 40, and 80 items) and nine different sample sizes (ranging from 50 to 20,000). Four different amounts of answer copying were simulated (10%, 20%, 30%, and 40% of the items) within each condition. The ω index demonstrated the best Type I error control and power in all conditions and at all a. levels. Scrutiny! and the K-index were uniformly conservative, and both had poor power to detect true copiers at the small α levels typically used in answer copying detection, whereas g 2 was generally too liberal, particularly at small a levels. Some comments on the proper uses of copying indices are provided.","['Comparison', 'Answer', 'Copying', 'Indices', 'Real', 'Data']","['comparison', 'answer', 'copying', 'indices', 'real', 'data']",comparison answer copying indices real data
Brennan R.L.; Yin P.; Kane M.T.,Methodology for Examining the Reliability of Group Mean Difference Scores,2003,40,"This article treats various procedures for examining the reliability of group mean difference scores, with particular emphasis on procedures from univariate and multivariate generalizability theory. Attention is given to both traditional norm-referenced perspectives on reliability as well as criterion-referenced perspectives that focus on error-tolerance ratios and functions of them. The procedures discussed are illustrated using three cohorts of data for third- and fourth-grade students in Iowa who took the Iowa Tests of Basic Skills in recent years. For these data, estimates of reliability for norm-referenced decisions tend to be relatively low. By contrast, for criterion-referenced decisions, estimates of reliability-like coefficients based on error-tolerance ratios tend to be noticeably larger.","['methodology', 'examine', 'Reliability', 'Group', 'Mean', 'Difference', 'Scores']","['methodology', 'examine', 'reliability', 'group', 'mean', 'difference', 'scores']",methodology examine reliability group mean difference scores
Katz I.R.; Bennett R.E.; Berger A.E.,Effects of response format on difficulty of SAT-mathematics items: It's not the strategy,2000,37,"Problem-solving strategy is frequently cited as mediating the effects of response format (multiple-choice, constructed response) on item difficulty, yet there are few direct investigations of examinee solution procedures. Fifty-five high school students solved parallel constructed response and multiple-choice items that differed only in the presence of response options. Student performance was videotaped to assess solution strategies. Strategies were categorized as ""traditional"" - those associated with constructed response problem solving (e.g., writing and solving algebraic equations) - or ""nontraditional"" - those associated with multiple-choice problem solving (e.g., estimating a potential solution). Surprisingly, participants sometimes adopted nontraditional strategies to solve constructed response items. Furthermore, differences in difficulty between response formats did not correspond to differences in strategy choice: some items showed a format effect on strategy but no effect on difficulty; other items showed the reverse. We interpret these results in light of the relative comprehension challenges posed by the two groups of items.","['effect', 'response', 'format', 'difficulty', 'satmathematic', 'item', 'strategy']","['effect', 'response', 'format', 'difficulty', 'satmathematic', 'item', 'strategy']",effect response format difficulty satmathematic item strategy
Rodriguez M.C.,Construct equivalence of multiple-choice and constructed-response items: A random effects synthesis of correlations,2003,40,"A thorough search of the literature was conducted to locate empirical studies investigating the trait or construct equivalence of multiple-choice (MC) and conslructed-response (CR) items. Of the 67 studies identified, 29 studies included 56 correlations between items in both formats. These 56 correlations were corrected for attenuation and synthesized to establish evidence for a common estimate of correlation (true-score correlations). The 56 disattenuated correlations were highly heterogeneous. A search for moderators to explain this variation uncovered the role of the design characteristics of test items used in the studies. When items are constructed in both formats using the same stem (stem equivalent), the mean correlation between the two formats approaches unity and is significantly higher than when using non-stem-equivalent items (particularly when using essay-type items). Construct equivalence, in part, appears to be a function of the item design method or the item writer's intent.","['construct', 'equivalence', 'multiplechoice', 'constructedresponse', 'item', 'random', 'effect', 'synthesis', 'correlation']","['construct', 'equivalence', 'multiplechoice', 'constructedresponse', 'item', 'random', 'effect', 'synthesis', 'correlation']",construct equivalence multiplechoice constructedresponse item random effect synthesis correlation
Chen S.-Y.; Ankenmann R.D.; Spray J.A.,The relationship between item exposure and test overlap in computerized adaptive testing,2003,40,"The purpose of this article is to present an analytical derivation for the mathematical form of an average between-test overlap index as a function of the item exposure index, for fixed-length computerized adaptive tests (CATs). This algebraic relationship is used to investigate the simultaneous control of item exposure at both the item and test levels. The results indicate that, in fixed-length CATs, control of the average between-test overlap is achieved via the mean and variance of the item exposure rates of the items that constitute the CAT item pool. The mean of the item exposure rates is easily manipulated. Control over the variance of the item exposure rates can be achieved via the maximum item exposure rate (rmax. Therefore, item exposure control methods which implement a specification of rmax (e.g., Sympson & Hetter, 1985) provide the most direct control at both the item and test levels.","['relationship', 'item', 'exposure', 'test', 'overlap', 'computerized', 'adaptive', 'testing']","['relationship', 'item', 'exposure', 'test', 'overlap', 'computerized', 'adaptive', 'testing']",relationship item exposure test overlap computerized adaptive testing
Vispoel W.P.; Clough S.J.; Bleiler T.; Hendrickson A.B.; Ihrig D.,Can examinees use judgments of item difficulty to improve proficiency estimates on computerized adaptive vocabulary tests?,2002,39,"Recent simulation studies indicate that there are occasions when examinees can use judgments of relative item difficulty to obtain positively biased proficiency estimates on computerized adaptive tests (CATs) that permit item review and answer change, Our purpose in the study reported here was to evaluate examinees' success in using these strategies while taking CATs in a live testing setting. We taught examinees two item difficulty judgment strategies designed to increase proficiency estimates. Examinees who were taught each strategy and examinees who were taught neither strategy were assigned at random to complete vocabulary CATs under conditions in which review was allowed after completing all items and when review was allowed only within successive blocks of items. We found that proficiency estimate changes following review were significantly higher in the regular review conditions than in the strategy conditions. Failure to obtain systematically higher scores in the strategy conditions was due in large part to errors examinees made in judging the relative difficulty of CAT items.","['examinees', 'judgment', 'item', 'difficulty', 'improve', 'proficiency', 'estimate', 'computerized', 'adaptive', 'vocabulary', 'test']","['examinees', 'judgment', 'item', 'difficulty', 'improve', 'proficiency', 'estimate', 'computerized', 'adaptive', 'vocabulary', 'test']",examinees judgment item difficulty improve proficiency estimate computerized adaptive vocabulary test
DeMars C.E.,Detecting multidimensionality due to curricular differences,2003,40,"Data were generated to simulate multidimensionality resulting from including two or four subtopics on a test. Each item was dependent on an ability trait due to instruction and learning, which was the same across all items, as well as an ability trait unique to the subtopic of the test (such as biology on a general science test). The eigenvalues of the item correlation matrix and Yen's Q3 were not greatly influenced by multidimensionality under conditions where the responses of a large proportion of students shared the influence of common instruction across subtopics. In contrast, Stout's T procedure was effective at detecting this type of multidimensionality, unless the subtopic abilities were correlated.","['detect', 'multidimensionality', 'curricular', 'difference']","['detect', 'multidimensionality', 'curricular', 'difference']",detect multidimensionality curricular difference
Chang S.-W.; Ansley T.N.,A comparative study of item exposure control methods in computerized adaptive testing,2003,40,"This study compared the properties of five methods of item exposure control within the purview of estimating examinees' abilities in a computerized adaptive testing (CAT) context. Each exposure control algorithm was incorporated into the item selection procedure and the adaptive testing progressed based on the CAT design established for this study. The merits and shortcomings of these strategies were considered under different item pool sizes and different desired maximum exposure rates and were evaluated in light of the observed maximum exposure rates, the test overlap rates, and the conditional standard errors of measurement. Each method had its advantages and disadvantages, but no one possessed all of the desired characteristics. There was a clear and logical trade-off between item exposure control and measurement precision. The Stocking and Lewis conditional multinomial procedure and, to a slightly lesser extent, the Davey and Parshall method seemed to be the most promising considering all of the factors that this study addressed.","['comparative', 'study', 'item', 'exposure', 'control', 'method', 'computerized', 'adaptive', 'testing']","['comparative', 'study', 'item', 'exposure', 'control', 'method', 'computerized', 'adaptive', 'testing']",comparative study item exposure control method computerized adaptive testing
Bolt D.M.; Cohen A.S.; Wollack J.A.,Item parameter estimation under conditions of test speededness: Application of a mixture Rasch model with ordinal constraints,2002,39,"When tests are administered under fixed time constraints, test performances can be affected by speededness. Among other consequences, speededness can result in inaccurate parameter estimates in item response theory (IRT) models, especially for items located near the end of tests (Oshima, 1994). This article presents an IRT strategy for reducing contamination in item difficulty estimates due to speededness. Ordinal constraints are applied to a mixture Rasch model (Rost, 1990) so as to distinguish two latent classes of examinees: (a) a ""speeded"" class, comprised of examinees that had insufficient time to adequately answer end-of-test items, and (b) a ""nonspeeded"" class, comprised of examinees that had sufficient time to answer all items. The parameter estimates obtained for end-of-test items in the nonspeeded class are shown to more accurately approximate their difficulties when the items are administered at earlier locations on a different form of the test. A mixture model can also be used to estimate the class memberships of individual examinees. In this way, it can be determined whether membership in the speeded class is associated with other student characteristics. Results are reported for gender and ethnicity.","['item', 'parameter', 'estimation', 'condition', 'test', 'speededness', 'application', 'mixture', 'Rasch', 'ordinal', 'constraint']","['item', 'parameter', 'estimation', 'condition', 'test', 'speededness', 'application', 'mixture', 'rasch', 'ordinal', 'constraint']",item parameter estimation condition test speededness application mixture rasch ordinal constraint
Meijer R.R.,Outlier detection in high-stakes certification testing,2002,39,"Recent developments of person-fit analysis in computerized adaptive testing (CAT) are discussed. Methods from statistical process control are presented that have been proposed to classify an item score pattern as fitting or misfitting the underlying item response theory model in CAT. Most person-fit research in CAT is restricted to simulated data. In this study, empirical data from a certification test were used. Alternatives are discussed to generate norms so that bounds can be determined to classify an item score pattern as fitting or misfitting. Using bounds determined from a sample of a high-stakes certification test, the empirical analysis showed that different types of misfit can be distinguished. Further applications using statistical process control methods to detect misfitting item score patterns are discussed.","['outlier', 'detection', 'highstake', 'certification', 'testing']","['outlier', 'detection', 'highstake', 'certification', 'testing']",outlier detection highstake certification testing
Zenisky A.L.; Hambleton R.K.; Sireci S.G.,Identification and evaluation of local item dependencies in the medical college admissions test,2002,39,"Measurement specialists routinely assume examinee responses to test items are independent of one another. However, previous research has shown that many contemporary tests contain item dependencies and not accounting for these dependencies leads to misleading estimates of item, test, and ability parameters. The goals of the study were (a) to review methods for detecting local item dependence (LID), (b) to discuss the use of testlets to account for LID in context-dependent item sets, (c) to apply LID detection methods and testlet-based item calibrations to data from a large-scale, high-stakes admissions test, and (d) to evaluate the results with respect to test score reliability and examinee proficiency estimation. Item dependencies were found in the test and these were due to test speededness or context dependence (related to passage structure). Also, the results highlight that steps taken to correct for the presence of LID and obtain less biased reliability estimates may impact on the estimation of examinee proficiency. The practical effects of the presence of LID on passage-based tests are discussed, as are issues regarding how to calibrate context-dependent item sets using item response theory.","['identification', 'evaluation', 'local', 'item', 'dependency', 'medical', 'college', 'admission', 'test']","['identification', 'evaluation', 'local', 'item', 'dependency', 'medical', 'college', 'admission', 'test']",identification evaluation local item dependency medical college admission test
Walker C.M.; Beretvas S.N.,An empirical investigation demonstrating the multidimensional DIF paradigm: A cognitive explanation for DIF,2001,38,"Differential Item Functioning (DIF) is traditionally used to identify different item performance patterns between intact groups, most commonly involving race or sex comparisons. This study advocates expanding the utility of DIF as a step in construct validation. Rather than grouping examinees based on cultural differences, the reference and focal groups are chosen from two extremes along a distinct cognitive dimension that is hypothesized to supplement the dominant latent trait being measured. Specifically, this study investigates DIF between proficient and non-proficient fourth- and seventh-grade writers on open-ended mathematics test items that require students to communicate about mathematics. It is suggested that the occurrence of DIF in this situation actually enhances, rather than detracts from, the construct validity of the test because, according to the National Council of Teachers of Mathematics (NCTM), mathematical communication is an important component of mathematical ability, the dominant construct being assessed. However, the presence of DIF influences the validity of inferences that can be made from test scores and suggests that two scores should be reported, one for general mathematical ability and one for mathematical communication. The fact that currently only one test score is reported, a simple composite of scores on multiple-choice and open-ended items, may lead to incorrect decisions being made about examinees.","['empirical', 'investigation', 'demonstrate', 'multidimensional', 'DIF', 'paradigm', 'cognitive', 'explanation', 'DIF']","['empirical', 'investigation', 'demonstrate', 'multidimensional', 'dif', 'paradigm', 'cognitive', 'explanation', 'dif']",empirical investigation demonstrate multidimensional dif paradigm cognitive explanation dif
Buckendahl C.W.; Smith R.W.; Impara J.C.; Plake B.S.,A comparison of Angoff and Bookmark standard setting methods,2002,39,"This article presents a comparison of simplified variations on two prevalent methods, Angoff and Bookmark, for setting cut scores on educational assessments. The comparison is presented through an application with a Grade 7 Mathematics Assessment in a midwestern school district. Training and operational methods and procedures for each method are described in detail along with comparative results for the application. An alternative item ordering strategy for the Bookmark method that may increase its usability is also introduced. Although the Angoff method is more widely used, the Bookmark method has some promising features, specifically in educational settings. Teachers are able to focus on the expected performance of the ""barely proficient"" student without the additional challenge of estimating absolute item difficulty.","['comparison', 'Angoff', 'Bookmark', 'standard', 'setting', 'method']","['comparison', 'angoff', 'bookmark', 'standard', 'setting', 'method']",comparison angoff bookmark standard setting method
