"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"HANSEN R.","HANSEN, RICHARD (57010721700)","57010721700","THE INFLUENCE OF VARIABLES OTHER THAN KNOWLEDGE ON PROBABILISTIC TESTS","1971","Journal of Educational Measurement","8","1","","9","14","5","9","10.1111/j.1745-3984.1971.tb00900.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976991310&doi=10.1111%2fj.1745-3984.1971.tb00900.x&partnerID=40&md5=6dc8dfa2e43f7eaf536e5c93c3e7fb79","In probabilistic test and scoring systems the examinee is required to respond to each of the options of a multiple‐choice test with a probability which represents the confidence he has in that option. It seems reasonable to assume that for such tests to yield valid information about the examinees, the knowledge they have should be the primary influence on the probabilities they assign. The purpose of this study was to seek the relationship between the degree to which examinees display certainty in their responses and certain personality variables. Proponents of probabilistic testing would expect such correlations to be low. In this stud), it was found that individuals do respond to multiple‐choice questions with a characteristic certainty that cannot be accounted for on the basis of their knowledge. This certainty was related to scores of both the F Scale and the Kogan and Wallach risk taking measure. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84976991310"
"COLLET L.S.","COLLET, LEVERNE S. (56890747100)","56890747100","ELIMINATION SCORING: AN EMPIRICAL EVALUATION","1971","Journal of Educational Measurement","8","3","","209","214","5","18","10.1111/j.1745-3984.1971.tb00927.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973811808&doi=10.1111%2fj.1745-3984.1971.tb00927.x&partnerID=40&md5=5fbf0b317f3a1de5e0fc6077413353f3","The purpose of this paper was to provide an empirical test of the hypothesis that elimination scores are more reliable and valid than classical corrected for‐guessing scores or weighted‐choice scores. The evidence presented supports the hypothesized superiority of elimination scoring. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973811808"
"SHOEMAKER D.M.","SHOEMAKER, DAVID M. (57029927000)","57029927000","AN APPLICATION OF ITEM‐EXAMINEE SAMPLING TO SCALING ATTITUDES","1971","Journal of Educational Measurement","8","4","","279","282","3","16","10.1111/j.1745-3984.1971.tb00938.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973751936&doi=10.1111%2fj.1745-3984.1971.tb00938.x&partnerID=40&md5=bea7c028849f1a8bfb0c6413ee0e7955","The post mortem item‐examinee sampling investigation described herein explored the feasibility of using item‐examinee sampling to estimate scale values denoting degree of affect toward stimuli when measured by the method of paired‐comparisons. Results indicate that such scale values can be approximated satisfactorily through item‐examinee sampling. Defining one observation as the response made by one examinee to one item, the similarity between the estimated scale values and normative scale values increased generally with increases in the number of observations acquired by the sampling plan. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973751936"
"BRANDENBURG D.C.; WHITNEY D.R.","BRANDENBURG, DALE C. (16462293700); WHITNEY, DOUGLAS R. (7102971846)","16462293700; 7102971846","MATCHED PAIR TRUE‐FALSE SCORING: EFFECT ON RELIABILITY AND VALIDITY","1972","Journal of Educational Measurement","9","4","","297","302","5","2","10.1111/j.1745-3984.1972.tb00961.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988099382&doi=10.1111%2fj.1745-3984.1972.tb00961.x&partnerID=40&md5=d7a6cc2396360f66dcd72acdd9f0b57f","The matched pair technique for writing and scoring true‐false items was designed to compensate for the acquiescence response set of primary grade children. The claim that this technique increases reliability to an appreciable extent over traditional true‐false scoring was investigated by comparing alpha internal consistency coefficients computed for the matched pair true‐false, traditional true‐false, and three other scoring schemes. Both the total sample coefficients and individual classroom coefficients were computed from the standardization sample of a primary grade economics achievement test (Primary Test of Economic Understanding). Classroom reliability coefficients computed from the matched pair scores were found to be higher than those from scores computed by the other methods. Total sample coefficients obtained from four of the five methods were nearly equal. Evidence of the effects of each scoring technique on concurrent validity is also presented. Contrary to expectations, the correlations of traditional and matched pair scores with Iowa Test of Basic Skills (ITBS) subtests (when adjusted for differing reliabilities) were approximately equal. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988099382"
"D'AGOSTINO R.B.","D'AGOSTINO, RALPH B. (36065675100)","36065675100","A SECOND LOOK AT ANALYSIS OF VARIANCE ON DICHOTOMOUS DATA","1971","Journal of Educational Measurement","8","4","","327","333","6","57","10.1111/j.1745-3984.1971.tb00947.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970738612&doi=10.1111%2fj.1745-3984.1971.tb00947.x&partnerID=40&md5=67d7b18b668f72c57c4941a09b27f418","The work of Lunney (1970) concerning the appropriateness of analysis of variance (ANOVA) techniques on dichotomous data is discussed and extended. Relations between standard statistical techniques for analyzing dichotomous data and ANOVA procedures are indicated. The need for usefulness of analyzing transformed data as opposed to direct analysis of dichotomous data are discussed. Required statistical procedures employing transformed data are outlined. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84970738612"
"REED C.L.; FELDHUSEN J.F.; VAN MONDFRANS A.P.","REED, CHERYL L. (7402210437); FELDHUSEN, JOHN F. (6701343149); VAN MONDFRANS, ADRIAN P. (24785471800)","7402210437; 6701343149; 24785471800","PREDICTION OF GRADE POINT AVERAGES IN NURSING SCHOOLS USING SECOND‐ORDER MULTIPLE REGRESSION MODELS","1972","Journal of Educational Measurement","9","3","","181","187","6","1","10.1111/j.1745-3984.1972.tb00950.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965613225&doi=10.1111%2fj.1745-3984.1972.tb00950.x&partnerID=40&md5=73ce157ecc1f129289f1cf9851f3b5f0","The present study was concerned with the prediction of first year grade point averages of associate degree nursing students. The primary objective of this investigation was to determine whether the inclusion of quadratic and/or interaction terms in a regression model would improve the prediction of student nurses’ grade averages. The predictor battery included cognitive, biographical, and personality variables. Results indicated that interaction and quadratic terms improve both the predictability of grade point averages and the replicability of these predictions. The inclusion of higher order terms in prediction research is suggested as a means of improving predictive efficiency. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84965613225"
"LINN R.L.; WERTS C.E.","LINN, ROBERT L. (56126633100); WERTS, CHARLES E. (24751673300)","56126633100; 24751673300","CONSIDERATIONS FOR STUDIES OF TEST BIAS","1971","Journal of Educational Measurement","8","1","","1","4","3","76","10.1111/j.1745-3984.1971.tb00898.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973705349&doi=10.1111%2fj.1745-3984.1971.tb00898.x&partnerID=40&md5=a16cf629f5bc1ab841b238691a46d327","Discussed are two problems in the investigation of predictive bias in tests: (a) the effect of unreliability of the predictors, and (b) the effect of excluding a predictor from the regression equation on which there are preexisting group differences. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973705349"
"BERDIE F.S.","BERDIE, FRANCES S. (57195045350)","57195045350","WHAT TEST QUESTIONS ARE LIKELY TO OFFEND THE GENERAL PUBLIC","1971","Journal of Educational Measurement","8","2","","87","93","6","1","10.1111/j.1745-3984.1971.tb00910.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869093088&doi=10.1111%2fj.1745-3984.1971.tb00910.x&partnerID=40&md5=79f572f8e89e8f94a6e32a41ad0ed136","The purpose of the research reported here was to assure that materials used in the National Assessment of Education would not be offensive to any large group of people. The method used of asking the opinions of lay people actively interested in education about the possible offensiveness of assessment exercises is discussed and types of potentially offensive materials are described. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84869093088"
"STALLINGS W.M.; SMOCK H.R.","STALLINGS, WILLIAM M. (16437347300); SMOCK, H. RICHARD (16488824900)","16437347300; 16488824900","THE PASS‐FAIL GRADING OPTION AT A STATE UNIVERSITY: A FIVE SEMESTER EVALUATION","1971","Journal of Educational Measurement","8","3","","153","160","7","5","10.1111/j.1745-3984.1971.tb00919.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005519264&doi=10.1111%2fj.1745-3984.1971.tb00919.x&partnerID=40&md5=e22ec80d8b8d72333ebf1d13e4364f32","To evaluate the pass‐fail grading option, course and grade data were generated each semester. Faculty and student attitudinal data were obtained once. Because pass‐fail students were not identified to instructors, all students were given traditional A‐E grades. During administrative data processing, the A‐E grades of pass‐fail students were converted to pass or fail. In comparison with traditionally graded students in the same classes, pass‐fail students received lower grades on the average. The pass‐fail option proved to be popular. Students favored the pass‐fail option, although their reasons for electing the option were not necessarily in accord with the official rationale, to foster exploration. Perhaps because they perceived students as abusing the option, the small faculty sample had somewhat negative attitudes toward the pass‐fail system. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85005519264"
"McMORRIS R.F.; AMBROSINO R.J.","McMORRIS, ROBERT F. (6603270899); AMBROSINO, ROBERT J. (6602932389)","6603270899; 6602932389","SELF‐REPORT PREDICTORS: A REMINDER","1973","Journal of Educational Measurement","10","1","","13","17","4","12","10.1111/j.1745-3984.1973.tb00776.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039581676&doi=10.1111%2fj.1745-3984.1973.tb00776.x&partnerID=40&md5=2122cd2af492f5d76aa94c04004b2258","How do tests and self‐reports compare as predictors of academic performance? Do tests add to the predictability from self‐reports? College seniors in eight sections of an evaluation course were administered the Quantitative Evaluative Device, the Cooperative English Test: Reading Comprehension, the Concept Mastery Test, and two questionnaires concerning past academic performance, student‐estimated abilities, and reading habits. The criteria were composite test scores and letter grades. The best predictors were two self‐reported variables, GPA and grade in an educational psychology course, and a test variable, the QED. Multiple Rs using questionnaire data for the predictors were increased slightly by adding the test scores, but on cross‐validation the rs for the two predictor sets were essentially identical. The utility of the tests, then, was not supported either by zero‐order correlations or by cross‐validated increments. Therefore an investigator is reminded at least to include self‐report measures in his set of predictors. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0039581676"
"KATZ M.; NORRIS L.","KATZ, MARTIN (16429462400); NORRIS, LILA (57213303494)","16429462400; 57213303494","THE CONTRIBUTION OF ACADEMIC INTEREST MEASURES TO THE DIFFERENTIAL PREDICTION OF MARKS","1972","Journal of Educational Measurement","9","1","","1","11","10","3","10.1111/j.1745-3984.1972.tb00755.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984054560&doi=10.1111%2fj.1745-3984.1972.tb00755.x&partnerID=40&md5=d7b67e7b76a918d5a5eff748e4a6614a","In a study of differential predictions of course marks in grades 12 and 13 interest measures were found to add appreciably to differential validities, particularly at the high school level. Differential validities remained quite low; however–typically in the .20's and .30's‐probably because of high intercorrelations among the criteria. The relationship between intercorrelations of actual criteria and intercorrelations of predicted criteria was examined, and the implications of this relationship for differential validities were discussed. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84984054560"
"BOARD C.; WHITNEY D.R.","BOARD, CYNTHIA (57195043178); WHITNEY, DOUGLAS R. (7102971846)","57195043178; 7102971846","THE EFFECT OF SELECTED POOR ITEM‐WRITING PRACTICES ON TEST DIFFICULTY, RELIABILITY AND VALIDITY","1972","Journal of Educational Measurement","9","3","","225","233","8","17","10.1111/j.1745-3984.1972.tb00956.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973796316&doi=10.1111%2fj.1745-3984.1972.tb00956.x&partnerID=40&md5=63b31e62bbc47c0895e087f5a9d2b576","Violations of four selected principles of writing multiple choice items were introduced into an undergraduate political science examination. Three of the four poor practices had no overall effect on test difficulty. A significant (α= .05) interaction effect between the poor practices and course achievement occurred for one of the four practices, with the poorer students generally gaining most from the poorly written items. KR20 values were significantly lower for sets of items with the same flaws than for “good” versions of the items in three of four comparisons. The reductions in reliability were equivalent to those expected to result from shortening the test by 13 to 56 percent. Concurrent validity (correlation of experimental test scores with final examination scores) was significantly lower in two of four cases. The reductions in validity were equivalent to those expected to result from shortening the test by 56 to 83 percent. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973796316"
"BAIRD L.L.","BAIRD, LEONARD L. (16427085000)","16427085000","THE FUNCTIONS OF COLLEGE ENVIRONMENTAL MEASURES","1971","Journal of Educational Measurement","8","2","","83","86","3","2","10.1111/j.1745-3984.1971.tb00909.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939311664&doi=10.1111%2fj.1745-3984.1971.tb00909.x&partnerID=40&md5=d68b72a8f20f9f80edcc2350d5e41cf9","Current college environmental measures are examined with reference to several criteria: whether they are designed to obtain general knowledge or to aid decision making, whether they provide information that distinguishes among institutions or within institutions, and whether they focus on an institution's characteristics or on the people in the institution. Current measures do not seem to be expressly designed to provide information for decision making or information about problems within institutions. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84939311664"
"SPEEDIE S.M.; ASHER J.W.; TREFFINGER D.J.","SPEEDIE, STUART M. (6701410941); ASHER, J. WILLIAM (7005419654); TREFFINGER, DONALD J. (6603004180)","6701410941; 7005419654; 6603004180","COMMENT ON “FLUENCY AS A PERVASIVE ELEMENT IN THE MEASUREMENT OF CREATIVITY”","1971","Journal of Educational Measurement","8","2","","125","126","1","6","10.1111/j.1745-3984.1971.tb00915.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868177274&doi=10.1111%2fj.1745-3984.1971.tb00915.x&partnerID=40&md5=646e6049814c88bbad6cfdefb090a54e","Clark and Mirels reported a “correction procedure” for fluency in scoring figural divergent thinking measures, which resulted in a reduction from .40 to .20 in the average inter‐correlation of scores excluding fluency. Since their correction involved shortening the test, at least part of the reduction of the inter‐correlations can be explained by the reduced reliability of the test. Estimates of the magnitude of this effect were provided. It was concluded that the “correction” reported is at best a partial correction, and that the potential merit of other procedures should be considered. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84868177274"
"JENKINS J.R.; BAUSELL R.B.; MAGOON A.J.","JENKINS, JOSEPH R. (7402867621); BAUSELL, R. BARKER (7003552786); MAGOON, A. JON (6506450293)","7402867621; 7003552786; 6506450293","SELECTION OF PROSE MATERIAL FOR TESTING","1972","Journal of Educational Measurement","9","2","","97","103","6","1","10.1111/j.1745-3984.1972.tb00764.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950343342&doi=10.1111%2fj.1745-3984.1972.tb00764.x&partnerID=40&md5=a26c6670109725f45fe5a9662bb1ae4e","The study investigated teachers' selection of prose material for testing. Thirty elementary school social studies teachers wrote test questions based on a 1900 word passage from a commercial social studies text. Moderate consensus was observed among the teachers as to those segments of the passage chosen for testing. Additional analyses to determine the characteristics of the passage segments selected for testing were performed. The most frequently selected text segments were sentences which either contained a list or were themselves an entry in a list. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-77950343342"
"AKEJU S.A.","AKEJU, S.A. (57195042851)","57195042851","THE RELIABILITY OF GENERAL CERTIFICATE OF EDUCATION EXAMINATION ENGLISH COMPOSITION PAPERS IN WEST AFRICA","1972","Journal of Educational Measurement","9","3","","175","180","5","5","10.1111/j.1745-3984.1972.tb00949.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248960821&doi=10.1111%2fj.1745-3984.1972.tb00949.x&partnerID=40&md5=a86b8fa249c5eeed0d419713ffa53e77","After going through the West African Examinations Council (WAEC) usual standardization procedures for marking essay‐type tests, ten trained examiners independently marked the English Composition scripts of 100 Ghana candidates in General Certificate of Education Examination of June 1970. The marks awarded to 96 of the candidates by seven of the examiners were analysed to evaluate the extent to which the standardization procedures ensured: (a) high inter‐rater (reading) reliability, and (b) comparability of marks. An analysis of variance of the scores revealed that the examiners used different standards for marking and that the inter‐rater (reader) reliability was not satisfactory. Suggestions were made for the improvement of the reliability and comparability and for the use of multiple‐choice type tests to measure writing ability. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-34248960821"
"THORNDIKE R.L.","THORNDIKE, ROBERT L. (16652297900)","16652297900","CONCEPTS OF CULTURE‐FAIRNESS","1971","Journal of Educational Measurement","8","2","","63","70","7","146","10.1111/j.1745-3984.1971.tb00907.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038197700&doi=10.1111%2fj.1745-3984.1971.tb00907.x&partnerID=40&md5=31999b9ddcc260d7e0a012dc0f9a67a8","Fairness of a test relates to fair use. One definition of fair use states that a common qualifying score may be used with two groups if the regression line based on one group does not systematically over‐ or under‐predict criterion performance in the other. However, it is shown that when the two groups differ appreciably in mean test score, the above procedure, which is “fair” to individual members of the group scoring lower on the test, is “unfair” to the lower group as a whole in the sense that the proportion qualified on the test will be smaller, relative to the higher‐scoring group, than the proportion that will reach any specified level of criterion performance. An alternate definition would specify that the qualifying scores on a test should be set at levels that will qualify applicants in the two groups in proportion to the fraction of the two groups reaching a specified level of criterion performance. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0038197700"
"WILSON R.C.; DIENST E.R.; WATSON N.L.","WILSON, ROBERT C. (57195043891); DIENST, EVELYN R. (6507649614); WATSON, NANCY L. (57195042696)","57195043891; 6507649614; 57195042696","CHARACTERISTICS OF EFFECTIVE COLLEGE TEACHERS AS PERCEIVED BY THEIR COLLEAGUES","1973","Journal of Educational Measurement","10","1","","31","37","6","9","10.1111/j.1745-3984.1973.tb00779.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52849086579&doi=10.1111%2fj.1745-3984.1973.tb00779.x&partnerID=40&md5=7bb0f7db3790393a26825e3b14c7d76e","The purpose of the research was to study the dimensions faculty members associate with being a good teacher. One hundred nineteen faculty members described the most effective and least effective teacher they knew using a set of 67 statements. A principal‐components analysis of the descriptions of effective teachers produced 5 factors: Research Activity and Recognition, Participation in the Academic Community, Intellectual Breadth, Relations with Students, and Concern for Teaching. Only Research Activity and Recognition was significantly related to the academic rank and discipline of teachers nominated as effective. Rank, discipline, age and length of teaching experience of the nominators were unrelated to their descriptions of effective teachers. However, faculty with heavier teaching loads were more likely to assign high scores on Concern for Teaching and low scores on Research Activity and Recognition to the teacher they nominated as effective. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-52849086579"
"BUNDA M.A.","BUNDA, MARY ANNE (6508173177)","6508173177","AN INVESTIGATION OF AN EXTENSION OF ITEM SAMPLING WHICH YIELDS INDIVIDUAL SCORES","1973","Journal of Educational Measurement","10","2","","117","130","13","4","10.1111/j.1745-3984.1973.tb00789.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915061262&doi=10.1111%2fj.1745-3984.1973.tb00789.x&partnerID=40&md5=23cad4fd9acc693ec909b28ae7c1a10f","The sampling procedures were designed so that the full matrix of item variances and covariances could be estimated. Three subtest sizes were investigated‐ subtests of size five, nine and sixteen items. In each of these implementations a double cross validation was used yielding two predicted scores for each individual. Discrepancy measures were also computed showing the difference between the observed and the predicted scores. The prediction of individual scores was accomplished within various ranges of error. The correlations between predicted scores and observed scores ranged from the .70′s to the .90′s, depending on the number of predictor variables used. The procedure is applicable in situations in which large numbers of individuals are tested or in situations where multiple measures are taken. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84915061262"
"PAGE E.B.","PAGE, ELLIS BATTEN (7103396107)","7103396107","SEEKING A MEASURE OF GENERAL EDUCATIONAL ADVANCEMENT: THE BENTEE","1972","Journal of Educational Measurement","9","1","","33","43","10","8","10.1111/j.1745-3984.1972.tb00759.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973760671&doi=10.1111%2fj.1745-3984.1972.tb00759.x&partnerID=40&md5=e122993461a548129c5519fa19afec5b","An urgent need is for some overall unit of educational benefit, and it is here proposed that such be established by certain scaling techniques. Groups of judges are asked to render overall evaluations on “students” of specified characteristics. Their evaluations are studied for correlation with the student traits, and the resultant coefficients, loaded with latent and applied values, become defensible weights to describe other students' overall educational advancement. The general unit so developed, when normalized for the target population, may be termed a “benefit T‐score”, or more simply “bentee”. Recursive features of the scaling process, applicable at different levels of generality, should provide for a shift from value‐space to test‐space, and from societal to expert opinion. Discovered weightings should illuminate differing values of lay and professional groups within society. And the bentee could provide an objective function suitable for optimizing in management‐science techniques, now largely neglected in curriculum and administration. Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973760671"
"KALLINGAL A.","KALLINGAL, ANTHONY (57195042866)","57195042866","THE PREDICTION OF GRADES FOR BLACK AND WHITE STUDENTS AT MICHIGAN STATE UNIVERSITY","1971","Journal of Educational Measurement","8","4","","263","265","2","15","10.1111/j.1745-3984.1971.tb00935.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040653732&doi=10.1111%2fj.1745-3984.1971.tb00935.x&partnerID=40&md5=d343d009770ee2b165fd7e8c507d9a76","The regression equations of sophomore year cumulative grade point averages on five ability and achievement test scores for blacks and whites at Michigan State University showed a significant difference. However, use of these separate regression equations would not be in favor of black students. The variance accounted for by the predictors was similar for both groups. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0040653732"
"ROSSMAN B.B.; HORN J.L.","ROSSMAN, B.B. (6602562751); HORN, J.L. (7203079849)","6602562751; 7203079849","COGNITIVE, MOTIVATIONAL AND TEMPERAMENTAL INDICANTS OF CREATIVITY AND INTELLIGENCE","1972","Journal of Educational Measurement","9","4","","265","286","21","35","10.1111/j.1745-3984.1972.tb00959.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989746392&doi=10.1111%2fj.1745-3984.1972.tb00959.x&partnerID=40&md5=2e105807c1fdb512f1fc14258e7f4574","Relationships between measures of creativity and measures of intelligence were analysed to show that even when the intercorrelations among the former are not appreciably larger than correlations between creativity and intelligence measures, dimensions of creativity are found to be psychometrically and conceptually distinct from dimensions of intelligence. One hundred eighty‐eight art and engineering college students were administered objective tests and questionnaires designed to tap a number of ability and nonability indicants of creativity and intelligence. Some of these measures were of a kind that some investigators would regard as “criterion” measures of creativity and intelligence. Data were analysed by means of correlational and factor analytic procedures. Eight major influences were indicated by independent factors rotated to approximate simple structure. The influences represented by these factors were identified as: fluid intelligence, crystallized intelligence, memory, fluency, rule‐orientation versus intuitive thinking, and self‐sufficient‐calculated‐risk‐taking. The fourth, seventh, and eighth factors were discussed as representing distinct cognitive, motivational, and temperamental aspects of creativity. At the level of test intercorrelations discriminant validity did not obtain–measures of creativity did not intercorrelate more highly among themselves than they correlated with measures of intelligence. The putative factors of creativity did correlate more highly with creativity criteria, however, than did the factors identified as representing intelligence. Moreover, the intelligence factors were more highly related to intelligence criteria than to creativity criteria. Thus the evidence of this study suggests that it is useful to think of creativity and intelligence as the outgrowths of distinct (although overlapping) sets of influences, even when this is not well indicated by discriminant‐convergent validation analyses carried out with respect to tests (in contrast to factors). Copyright © 1972, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84989746392"
"CARVER R.P.; DARBY C.A., JR.","CARVER, RONALD P. (7005570366); DARBY, CHARLES A. (57189407980)","7005570366; 57189407980","DEVELOPMENT AND EVALUATION OF A TEST OF INFORMATION STORAGE DURING READING","1971","Journal of Educational Measurement","8","1","","33","44","11","6","10.1111/j.1745-3984.1971.tb00904.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350286958&doi=10.1111%2fj.1745-3984.1971.tb00904.x&partnerID=40&md5=b8991c84e258105494f859627df1393a","Previous research has suggested potential advantages for a new type of item for measuring comprehension in reading and listening. The test items are called “chunked” and consist of groups of meaningfully related words in which certain groups have been changed in meaning from the original passage. A chunked type of test, designed to indicate information stored during reading, was developed and analyzed in two studies. The results of Study 1, indicated that the constructed test items were successful in differentiating between readers and nonreaders of the newly composed reading passages. “Using the results of Study I, test items were revised and two forms of a test were produced, complete with standardized instructions. The major purpose of Study 2 was to evaluate the extent to which the revised and standardization test could discriminate between a group of individuals who took the test in its standard form and another group which was given the same amount of time to work on the test items but was not given the benefit of reading the passages. The major result in Study 2 was that individuals who had not read the passages experienced a 75% decrement in their performance on Form A of the Chunked Reading Test as compared to individuals who had read the passages, and for Form B, nonreaders experienced a 78% decrement. From these re‐ sults, it was concluded that the Chunked Reading Test is a valid test of information storage during reading in terms of its utility in measuring the differences in information stored between readers and nonreaders of passages, and that it offers many advantages over the traditional standardized reading tests. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-70350286958"
"LORD F.M.","LORD, FREDERIC M. (16463899300)","16463899300","THE SELF‐SCORING FLEXILEVEL TEST","1971","Journal of Educational Measurement","8","3","","147","151","4","49","10.1111/j.1745-3984.1971.tb00918.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988026809&doi=10.1111%2fj.1745-3984.1971.tb00918.x&partnerID=40&md5=9b3105a62f5d73ab925a466cbfec6cf3","Modifications of administration and item arrangement of a conventional test can force a match between item difficulty levels and the ability level of the examinee. Although different examinees take different sets of items, the scoring method provides comparable scores for all. Furthermore, the test is self‐scoring. These advantages are obtained without some of the usual disadvantages of tailored testing. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988026809"
"QUERESHI M.Y.","QUERESHI, M.Y. (6603692585)","6603692585","NOTE ON THE PEARSON r AS A FUNCTION OF THE BIVARIATE DISTRIBUTIONAL CHARACTERISTICS","1971","Journal of Educational Measurement","8","3","","225","227","2","1","10.1111/j.1745-3984.1971.tb00931.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875240649&doi=10.1111%2fj.1745-3984.1971.tb00931.x&partnerID=40&md5=4ad54df2b9a86e7329965aedf29686f2","Methodological difficulties inherent in the estimation of bivariate relationships due to distortions caused by distributional irregularities were investigated empirically. The data represented the performance of 700 Ss between two and ten years of age on nine ITPA subtests and the Stanford‐Binet scale. The results indicated that scaling errors of one type or another caused considerable discrepancy in the measurement of underlying relations, but the effect of non‐normality was minimum. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84875240649"
"HARTNETT R.T.","HARTNETT, RODNEY T. (16486999100)","16486999100","A NOTE ON THE COMPARABILITY OF ALTERNATIVE SCORING METHODS FOR THE INSTITUTIONAL FUNCTIONING INVENTORY","1971","Journal of Educational Measurement","8","4","","311","315","4","0","10.1111/j.1745-3984.1971.tb00944.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024986507&doi=10.1111%2fj.1745-3984.1971.tb00944.x&partnerID=40&md5=b22bb814520784da094651113c90a0fa","Alternative methods of scoring the Institutional Functioning Inventory, a new measure of college environments, were compared. Institutional means obtained by the standard psychometric method–i.e., scoring each person's response to each item and then computing group means–were correlated with institutional means obtained via the “66+/33‐” method used for the College & University Environment Scales. The alternative scoring methods yield essentially the same information, including scale intercorrelations and validity. Reasons for preferring the traditional psychometric scoring technique are offered. Copyright © 1971, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85024986507"
