Authors,Title,Year,Volume,T_tokens_,T_tokens,T_tokens_join
SAWYER R.L.; COLE N.S.; COLE J.W.L.,UTILITIES AND THE ISSUE OF FAIRNESS IN A DECISION THEORETIC MODEL FOR SELECTION,1976,13,"['UTILITIES', 'issue', 'fairness', 'decision', 'theoretic', 'selection']","['utilities', 'issue', 'fairness', 'decision', 'theoretic', 'selection']",utilities issue fairness decision theoretic selection
LORD F.M.,VARIANCE STABILIZING TRANSFORMATION OF THE STEPPED‐UP RELIABILITY COEFFICIENT,1974,11,"['VARIANCE', 'STABILIZING', 'TRANSFORMATION', 'STEPPED‐UP', 'RELIABILITY', 'COEFFICIENT']","['variance', 'stabilizing', 'transformation', 'stepped‐up', 'reliability', 'coefficient']",variance stabilizing transformation stepped‐up reliability coefficient
LORD F.M.,QUICK ESTIMATES OF THE RELATIVE EFFICIENCY OF TWO TESTS AS A FUNCTION OF ABILITY LEVEL,1974,11,"['QUICK', 'estimate', 'relative', 'efficiency', 'test', 'function', 'ABILITY', 'level']","['quick', 'estimate', 'relative', 'efficiency', 'test', 'function', 'ability', 'level']",quick estimate relative efficiency test function ability level
WHITELY S.E.; DAWIS R.V.,THE NATURE OF OBJECTIVITY WITH THE RASCH MODEL,1974,11,"['nature', 'OBJECTIVITY', 'RASCH', 'MODEL']","['nature', 'objectivity', 'rasch', 'model']",nature objectivity rasch model
PATNAIK D.; TRAUB R.E.,DIFFERENTIAL WEIGHTING BY JUDGED DEGREEOF CORRECTNESS,1973,10,"['DIFFERENTIAL', 'WEIGHTING', 'JUDGED', 'DEGREEOF', 'correctness']","['differential', 'weighting', 'judged', 'degreeof', 'correctness']",differential weighting judged degreeof correctness
FRISBIE D.A.,MULTIPLE CHOICE VERSUS TRUE‐FALSE: A COMPARISON OF RELIABILITIES AND CONCURRENT VALIDITIES,1973,10,"['multiple', 'choice', 'versu', 'true‐false', 'comparison', 'reliability', 'concurrent', 'validity']","['multiple', 'choice', 'versu', 'true‐false', 'comparison', 'reliability', 'concurrent', 'validity']",multiple choice versu true‐false comparison reliability concurrent validity
LOEB J.; BOWERS J.,"PROGRAMS OF STUDY AS A BASIS FOR SELECTION, PLACEMENT AND GUIDANCE OF COLLEGE STUDENTS",1973,10,"['programs', 'study', 'basis', 'selection', 'placement', 'GUIDANCE', 'COLLEGE', 'student']","['programs', 'study', 'basis', 'selection', 'placement', 'guidance', 'college', 'student']",programs study basis selection placement guidance college student
AIRASIAN P.W.; BART W.M.,VALIDATING A PRIORI INSTRUCTIONAL HIERARCHIES,1975,12,"['validate', 'priori', 'instructional', 'hierarchy']","['validate', 'priori', 'instructional', 'hierarchy']",validate priori instructional hierarchy
STRANG H.R.; BRIDGEMAN B.; CARRICO M.F.,EFFECTS OF “GAME” VERSUS “TEST” TASK DEFINITION FOR THIRD GRADE CHILDREN ON THREE SUBTESTS OF THE WECHSLER INTELLIGENCE SCALE FOR CHILDREN,1974,11,"['effect', '""', 'GAME', '""', 'versus', '""', 'test', '""', 'TASK', 'definition', 'THIRD', 'GRADE', 'child', 'subtest', 'wechsler', 'intelligence', 'scale', 'CHILDREN']","['effect', '""', 'game', '""', 'versus', '""', 'test', '""', 'task', 'definition', 'third', 'grade', 'child', 'subtest', 'wechsler', 'intelligence', 'scale', 'children']","effect "" game "" versus "" test "" task definition third grade child subtest wechsler intelligence scale children"
POHLMANN J.T.,A DESCRIPTION OF TEACHING EFFECTIVENESS AS MEASURED BY STUDENT RATINGS,1975,12,"['description', 'teaching', 'EFFECTIVENESS', 'measured', 'student', 'rating']","['description', 'teaching', 'effectiveness', 'measured', 'student', 'rating']",description teaching effectiveness measured student rating
TOWLE N.J.; MERRILL P.F.,EFFECTS OF ANXIETY TYPE AND ITEM‐DIFFICULTY SEQUENCING ON MATHEMATICS TEST PERFORMANCE,1975,12,"['effect', 'ANXIETY', 'TYPE', 'ITEM‐DIFFICULTY', 'sequence', 'ON', 'MATHEMATICS', 'test', 'performance']","['effect', 'anxiety', 'type', 'item‐difficulty', 'sequence', 'on', 'mathematics', 'test', 'performance']",effect anxiety type item‐difficulty sequence on mathematics test performance
PETERSEN N.S.; NOVICK M.R.,AN EVALUATION OF SOME MODELS FOR CULTURE‐FAIR SELECTION,1976,13,"['evaluation', 'MODELS', 'CULTURE‐FAIR', 'SELECTION']","['evaluation', 'models', 'culture‐fair', 'selection']",evaluation models culture‐fair selection
PERRIN D.W.; WHITNEY D.R.,METHODS FOR SMOOTHING EXPECTANCY TABLES APPLIED TO THE PREDICTION OF SUCCESS IN COLLEGE,1976,13,"['METHODS', 'SMOOTHING', 'EXPECTANCY', 'tables', 'APPLIED', 'prediction', 'SUCCESS', 'COLLEGE']","['methods', 'smoothing', 'expectancy', 'tables', 'applied', 'prediction', 'success', 'college']",methods smoothing expectancy tables applied prediction success college
HALES L.W.; TOKAR E.,THE EFFECT OF THE QUALITY OF PRECEDING RESPONSES ON THE GRADES ASSIGNED TO SUBSEQUENT RESPONSES TO AN ESSAY QUESTION,1975,12,"['effect', 'QUALITY', 'precede', 'response', 'GRADES', 'assign', 'SUBSEQUENT', 'response', 'ESSAY', 'question']","['effect', 'quality', 'precede', 'response', 'grades', 'assign', 'subsequent', 'response', 'essay', 'question']",effect quality precede response grades assign subsequent response essay question
SIROTNIK K.; WELLINGTON R.,SCRAMBLING CONTENT IN ACHIEVEMENT TESTING: AN APPLICATION OF MULTIPLE MATRIX SAMPLING IN EXPERIMENTAL DESIGN,1974,11,"['SCRAMBLING', 'CONTENT', 'achievement', 'test', 'application', 'multiple', 'matrix', 'sampling', 'EXPERIMENTAL', 'DESIGN']","['scrambling', 'content', 'achievement', 'test', 'application', 'multiple', 'matrix', 'sampling', 'experimental', 'design']",scrambling content achievement test application multiple matrix sampling experimental design
WEN S.‐S.,THE RELATIONSHIP BETWEEN VERBAL‐MEANING TEST SCORES AND DEGREE OF CONFIDENCE IN ITEM RESPONSES,1975,12,"['RELATIONSHIP', 'verbal‐meaning', 'test', 'SCORES', 'degree', 'confidence', 'ITEM', 'response']","['relationship', 'verbal‐meaning', 'test', 'scores', 'degree', 'confidence', 'item', 'response']",relationship verbal‐meaning test scores degree confidence item response
EBEL R.L.,CAN TEACHERS WRITE GOOD TRUE‐FALSE TEST ITEMS?,1975,12,"['TEACHERS', 'write', 'good', 'true‐false', 'TEST', 'ITEMS']","['teachers', 'write', 'good', 'true‐false', 'test', 'items']",teachers write good true‐false test items
HAMBLETON R.K.; NOVICK M.R.,TOWARD AN INTEGRATION OF THEORY AND METHOD FOR CRITERION‐REFERENCED TESTS,1973,10,"['integration', 'THEORY', 'METHOD', 'CRITERION‐REFERENCED', 'test']","['integration', 'theory', 'method', 'criterion‐referenced', 'test']",integration theory method criterion‐referenced test
MEDLEY D.M.; QUIRK T.J.,THE APPLICATION OF A FACTORIAL DESIGN TO THE STUDY OF CULTURAL BIAS IN GENERAL CULTURE ITEMS ON THE NATIONAL TEACHER EXAMINATION,1974,11,"['application', 'FACTORIAL', 'design', 'study', 'CULTURAL', 'BIAS', 'GENERAL', 'CULTURE', 'items', 'NATIONAL', 'TEACHER', 'examination']","['application', 'factorial', 'design', 'study', 'cultural', 'bias', 'general', 'culture', 'items', 'national', 'teacher', 'examination']",application factorial design study cultural bias general culture items national teacher examination
KOEHLER R.A.,OVERCONFIDENCE ON PROBABILISTIC TESTS,1974,11,"['overconfidence', 'ON', 'PROBABILISTIC', 'test']","['overconfidence', 'on', 'probabilistic', 'test']",overconfidence on probabilistic test
HUMPHREYS L.G.; TABER T.,POSTDICTION STUDY OF THE GRADUATE RECORD EXAMINATION AND EIGHT SEMESTERS OF COLLEGE GRADES,1973,10,"['postdiction', 'study', 'GRADUATE', 'RECORD', 'examination', 'semester', 'COLLEGE', 'GRADES']","['postdiction', 'study', 'graduate', 'record', 'examination', 'semester', 'college', 'grades']",postdiction study graduate record examination semester college grades
LORD F.M.,FORMULA SCORING AND NUMBER‐RIGHT SCORING,1975,12,"['formula', 'scoring', 'number‐right', 'scoring']","['formula', 'scoring', 'number‐right', 'scoring']",formula scoring number‐right scoring
CALLENBACH C.,THE EFFECTS OF INSTRUCTION AND PRACTICE IN CONTENT‐INDEPENDENT TEST‐TAKING TECHNIQUES UPON THE STANDARDIZED READING TEST SCORES OF SELECTED SECOND‐GRADE STUDENTS,1973,10,"['effect', 'instruction', 'practice', 'CONTENT‐INDEPENDENT', 'test‐taking', 'TECHNIQUES', 'UPON', 'standardized', 'read', 'test', 'SCORES', 'selected', 'second‐grade', 'student']","['effect', 'instruction', 'practice', 'content‐independent', 'test‐taking', 'techniques', 'upon', 'standardized', 'read', 'test', 'scores', 'selected', 'second‐grade', 'student']",effect instruction practice content‐independent test‐taking techniques upon standardized read test scores selected second‐grade student
THOMAS J.E.; ROSSON J.; SCHOEMER J.R.,EFFECT OF NON‐TRADITIONAL GRADES ON HIRING PRACTICES OF PUBLIC SCHOOL SYSTEMS,1974,11,"['effect', 'non‐traditional', 'GRADES', 'hire', 'PRACTICES', 'PUBLIC', 'SCHOOL', 'systems']","['effect', 'non‐traditional', 'grades', 'hire', 'practices', 'public', 'school', 'systems']",effect non‐traditional grades hire practices public school systems
SOCKLOFF A.L.; PAPACOSTAS A.C.,UNIFORMITY OF FACULTY ATTITUDE TOWARD EFFECTIVE TEACHING IN LECTURE/DISCUSSION COURSES,1975,12,"['UNIFORMITY', 'faculty', 'ATTITUDE', 'effective', 'teaching', 'lecturediscussion', 'course']","['uniformity', 'faculty', 'attitude', 'effective', 'teaching', 'lecturediscussion', 'course']",uniformity faculty attitude effective teaching lecturediscussion course
HUNTER J.E.,METHODS OF REORDERING THE CORRELATION MATRIX TO FACILITATE VISUAL INSPECTION AND PRELIMINARY CLUSTER ANALYSIS,1973,10,"['METHODS', 'reorder', 'correlation', 'matrix', 'FACILITATE', 'VISUAL', 'INSPECTION', 'PRELIMINARY', 'CLUSTER', 'ANALYSIS']","['methods', 'reorder', 'correlation', 'matrix', 'facilitate', 'visual', 'inspection', 'preliminary', 'cluster', 'analysis']",methods reorder correlation matrix facilitate visual inspection preliminary cluster analysis
BASKIN D.,A CONFIGURATION‐SCORING PARADIGM FOR IDENTICAL RAW SCORES,1975,12,"['configuration‐scoring', 'PARADIGM', 'identical', 'RAW', 'scores']","['configuration‐scoring', 'paradigm', 'identical', 'raw', 'scores']",configuration‐scoring paradigm identical raw scores
FELDT L.S.; FORSYTH R.A.,AN EXAMINATION OF THE CONTEXT EFFECT IN ITEM SAMPLING,1974,11,"['examination', 'context', 'effect', 'ITEM', 'SAMPLING']","['examination', 'context', 'effect', 'item', 'sampling']",examination context effect item sampling
PYRCZAK F.,VALIDITY OF THE DISCRIMINATION INDEX AS A MEASURE OF ITEM QUALITY,1973,10,"['VALIDITY', 'discrimination', 'INDEX', 'measure', 'ITEM', 'QUALITY']","['validity', 'discrimination', 'index', 'measure', 'item', 'quality']",validity discrimination index measure item quality
EVANS F.R.; PIKE L.W.,THE EFFECTS OF INSTRUCTION FOR THREE MATHEMATICS ITEM FORMATS,1973,10,"['effect', 'instruction', 'MATHEMATICS', 'ITEM', 'FORMATS']","['effect', 'instruction', 'mathematics', 'item', 'formats']",effect instruction mathematics item formats
LINN R.L.,IN SEARCH OF FAIR SELECTION PROCEDURES,1976,13,"['SEARCH', 'fair', 'SELECTION', 'procedures']","['search', 'fair', 'selection', 'procedures']",search fair selection procedures
FAGGEN‐STECKLER J.; McCARTHY K.A.; TITTLE C.K.,A QUANTITATIVE METHOD FOR MEASURING SEX “BIAS” IN STANDARDIZED TESTS,1974,11,"['quantitative', 'METHOD', 'measure', 'SEX', '""', 'BIAS', '""', 'standardized', 'test']","['quantitative', 'method', 'measure', 'sex', '""', 'bias', '""', 'standardized', 'test']","quantitative method measure sex "" bias "" standardized test"
SHAVELSON R.J.; STANTON G.C.,CONSTRUCT VALIDATION: METHODOLOGY AND APPLICATION TO THREE MEASURES OF COGNITIVE STRUCTURE,1975,12,"['CONSTRUCT', 'VALIDATION', 'methodology', 'application', 'MEASURES', 'cognitive', 'structure']","['construct', 'validation', 'methodology', 'application', 'measures', 'cognitive', 'structure']",construct validation methodology application measures cognitive structure
CREHAN K.D.,ITEM ANALYSIS FOR TEACHER‐MADE MASTERY TESTS,1974,11,"['ITEM', 'ANALYSIS', 'TEACHER‐MADE', 'MASTERY', 'test']","['item', 'analysis', 'teacher‐made', 'mastery', 'test']",item analysis teacher‐made mastery test
RAFFELD P.,THE EFFECTS OF GUTTMAN WEIGHTS ON THE RELIABILITY AND PREDICTIVE VALIDITY OF OBJECTIVE TESTS WHEN OMISSIONS ARE NOT DIFFERENTIALLY WEIGHTED,1975,12,"['effect', 'GUTTMAN', 'WEIGHTS', 'RELIABILITY', 'predictive', 'VALIDITY', 'objective', 'test', 'omission', 'DIFFERENTIALLY', 'weight']","['effect', 'guttman', 'weights', 'reliability', 'predictive', 'validity', 'objective', 'test', 'omission', 'differentially', 'weight']",effect guttman weights reliability predictive validity objective test omission differentially weight
SHOEMAKER D.M.; KNAPP T.R.,A NOTE ON TERMINOLOGY AND NOTATION IN MATRIX SAMPLING,1974,11,"['note', 'terminology', 'NOTATION', 'matrix', 'sampling']","['note', 'terminology', 'notation', 'matrix', 'sampling']",note terminology notation matrix sampling
FELDT L.S.,WHAT SIZE SAMPLES FOR METHODS/MATERIALS EXPERIMENTS?,1973,10,"['SIZE', 'samples', 'methodsmaterial', 'experiment']","['size', 'samples', 'methodsmaterial', 'experiment']",size samples methodsmaterial experiment
ABELES H.F.,A FACET‐FACTORIAL APPROACH TO THE CONSTRUCTION OF RATING SCALES TO MEASURE COMPLEX BEHAVIORS,1973,10,"['facet‐factorial', 'approach', 'construction', 'rating', 'SCALES', 'measure', 'COMPLEX', 'BEHAVIORS']","['facet‐factorial', 'approach', 'construction', 'rating', 'scales', 'measure', 'complex', 'behaviors']",facet‐factorial approach construction rating scales measure complex behaviors
MASTERS E.R.,THE RELATIONSHIP BETWEEN NUMBER OF RESPONSE CATEGORIES AND RELIABILITY OF LIKERT‐TYPE QUESTIONNAIRES,1974,11,"['RELATIONSHIP', 'NUMBER', 'RESPONSE', 'category', 'RELIABILITY', 'LIKERT‐TYPE', 'QUESTIONNAIRES']","['relationship', 'number', 'response', 'category', 'reliability', 'likert‐type', 'questionnaires']",relationship number response category reliability likert‐type questionnaires
BRIDGEMAN B.; STRANG H.R.; BUTTRAM J.,“GAME” VERSUS “TEST” INSTRUCTIONS FOR THE WISC,1974,11,"['""', 'GAME', '""', 'versus', '""', 'test', '""', 'instruction', 'wisc']","['""', 'game', '""', 'versus', '""', 'test', '""', 'instruction', 'wisc']",""" game "" versus "" test "" instruction wisc"
WOODSON M.I.CHAS.E.,THE ISSUE OF ITEM AND TEST VARIANCE FOR CRITERION‐REFERENCED TESTS: A REPLY,1974,11,"['issue', 'ITEM', 'test', 'VARIANCE', 'criterion‐referenced', 'test', 'reply']","['issue', 'item', 'test', 'variance', 'criterion‐referenced', 'test', 'reply']",issue item test variance criterion‐referenced test reply
KOEHLER R.A.,A COMPARISON OF THE VALIDITIES OF CONVENTIONAL CHOICE TESTING AND VARIOUS CONFIDENCE MARKING PROCEDURES,1971,8,"['comparison', 'validity', 'CONVENTIONAL', 'choice', 'testing', 'confidence', 'mark', 'PROCEDURES']","['comparison', 'validity', 'conventional', 'choice', 'testing', 'confidence', 'mark', 'procedures']",comparison validity conventional choice testing confidence mark procedures
WOOD D.A.; LANGEVIN M.J.,MODERATING THE PREDICTION OF GRADES IN FRESHMAN ENGINEERING,1972,9,"['moderate', 'prediction', 'GRADES', 'FRESHMAN', 'engineering']","['moderate', 'prediction', 'grades', 'freshman', 'engineering']",moderate prediction grades freshman engineering
WORTHEN B.R.; CLARK P.M.,TOWARD AN IMPROVED MEASURE OF REMOTE ASSOCIATIONAL ABILITY,1971,8,"['improved', 'measure', 'REMOTE', 'ASSOCIATIONAL', 'ABILITY']","['improved', 'measure', 'remote', 'associational', 'ability']",improved measure remote associational ability
REARDON F.; SENIER J.; LEWIS J.,THE DEVELOPMENT AND EVALUATION OF AN OCCUPATIONAL INVENTORY,1972,9,"['DEVELOPMENT', 'EVALUATION', 'OCCUPATIONAL', 'INVENTORY']","['development', 'evaluation', 'occupational', 'inventory']",development evaluation occupational inventory
JENKINS J.R.; DENO S.L.,ASSESSING KNOWLEDGE OF CONCEPTS AND PRINCIPLES,1971,8,"['assess', 'knowledge', 'CONCEPTS', 'principle']","['assess', 'knowledge', 'concepts', 'principle']",assess knowledge concepts principle
STUFFLEBEAM D.L.,THE USE OF EXPERIMENTAL DESIGN IN EDUCATIONAL EVALUATION,1971,8,"['EXPERIMENTAL', 'DESIGN', 'EDUCATIONAL', 'evaluation']","['experimental', 'design', 'educational', 'evaluation']",experimental design educational evaluation
HUMPHREYS L.G.; TABER T.,ABILITY FACTORS AS A FUNCTION OF ADVANTAGED AND DISADVANTAGED GROUPS,1973,10,"['ABILITY', 'factors', 'function', 'ADVANTAGED', 'disadvantaged', 'GROUPS']","['ability', 'factors', 'function', 'advantaged', 'disadvantaged', 'groups']",ability factors function advantaged disadvantaged groups
GAFFNEY R.F.; MAGUIRE T.O.,USE OF OPTICALLY SCORED TEST ANSWER SHEETS WITH YOUNG CHILDREN,1971,8,"['OPTICALLY', 'score', 'test', 'ANSWER', 'sheets', 'young', 'CHILDREN']","['optically', 'score', 'test', 'answer', 'sheets', 'young', 'children']",optically score test answer sheets young children
VEAL L.R.; BIESBROCK E.F.,PRIMARY ESSAY TESTS,1971,8,"['PRIMARY', 'ESSAY', 'test']","['primary', 'essay', 'test']",primary essay test
GLUSKINOS U.M.,CRITERIA FOR STUDENT ENGINEERING CREATIVITY AND THEIR RELATIONSHIP TO COLLEGE GRADES,1971,8,"['CRITERIA', 'student', 'engineering', 'CREATIVITY', 'RELATIONSHIP', 'COLLEGE', 'GRADES']","['criteria', 'student', 'engineering', 'creativity', 'relationship', 'college', 'grades']",criteria student engineering creativity relationship college grades
JACOBS S.S.,CORRELATES OF UNWARRANTED CONFIDENCE IN RESPONSES TO OBJECTIVE TEST ITEMS,1971,8,"['correlate', 'unwarranted', 'confidence', 'response', 'objective', 'test', 'ITEMS']","['correlate', 'unwarranted', 'confidence', 'response', 'objective', 'test', 'items']",correlate unwarranted confidence response objective test items
FARR R.; ROELKE P.,"MEASURING SUBSKILLS OF READING: INTERCORRELATIONS BETWEEN STANDARDIZED READING TESTS, TEACHERS’ RATINGS, AND READING SPECIALISTS’ RATINGS",1971,8,"['measure', 'subskill', 'read', 'intercorrelation', 'standardized', 'read', 'TESTS', 'teacher', ""'"", 'rating', 'read', 'SPECIALISTS', ""'"", 'rating']","['measure', 'subskill', 'read', 'intercorrelation', 'standardized', 'read', 'tests', 'teacher', ""'"", 'rating', 'read', 'specialists', ""'"", 'rating']",measure subskill read intercorrelation standardized read tests teacher ' rating read specialists ' rating
LOEB J.; FERBER M.,SEX AS PREDICTIVE OF SALARY AND STATUS ON A UNIVERSITY FACULTY,1971,8,"['sex', 'predictive', 'salary', 'STATUS', 'ON', 'A', 'UNIVERSITY', 'FACULTY']","['sex', 'predictive', 'salary', 'status', 'on', 'a', 'university', 'faculty']",sex predictive salary status on a university faculty
MARKS E.; LINDSAY C.A.,SOME RESULTS RELATING TO TEST EQUATING UNDER RELAXED TEST FORM EQUIVALENCE,1972,9,"['result', 'relate', 'test', 'equating', 'RELAXED', 'test', 'form', 'equivalence']","['result', 'relate', 'test', 'equating', 'relaxed', 'test', 'form', 'equivalence']",result relate test equating relaxed test form equivalence
HANSEN R.,THE INFLUENCE OF VARIABLES OTHER THAN KNOWLEDGE ON PROBABILISTIC TESTS,1971,8,"['INFLUENCE', 'VARIABLES', 'KNOWLEDGE', 'ON', 'PROBABILISTIC', 'test']","['influence', 'variables', 'knowledge', 'on', 'probabilistic', 'test']",influence variables knowledge on probabilistic test
COLLET L.S.,ELIMINATION SCORING: AN EMPIRICAL EVALUATION,1971,8,"['elimination', 'SCORING', 'EMPIRICAL', 'evaluation']","['elimination', 'scoring', 'empirical', 'evaluation']",elimination scoring empirical evaluation
SHOEMAKER D.M.,AN APPLICATION OF ITEM‐EXAMINEE SAMPLING TO SCALING ATTITUDES,1971,8,"['application', 'ITEM‐EXAMINEE', 'sample', 'SCALING', 'ATTITUDES']","['application', 'item‐examinee', 'sample', 'scaling', 'attitudes']",application item‐examinee sample scaling attitudes
BRANDENBURG D.C.; WHITNEY D.R.,MATCHED PAIR TRUE‐FALSE SCORING: EFFECT ON RELIABILITY AND VALIDITY,1972,9,"['MATCHED', 'PAIR', 'true‐false', 'SCORING', 'effect', 'RELIABILITY', 'VALIDITY']","['matched', 'pair', 'true‐false', 'scoring', 'effect', 'reliability', 'validity']",matched pair true‐false scoring effect reliability validity
D'AGOSTINO R.B.,A SECOND LOOK AT ANALYSIS OF VARIANCE ON DICHOTOMOUS DATA,1971,8,"['second', 'look', 'ANALYSIS', 'VARIANCE', 'ON', 'dichotomous', 'datum']","['second', 'look', 'analysis', 'variance', 'on', 'dichotomous', 'datum']",second look analysis variance on dichotomous datum
REED C.L.; FELDHUSEN J.F.; VAN MONDFRANS A.P.,PREDICTION OF GRADE POINT AVERAGES IN NURSING SCHOOLS USING SECOND‐ORDER MULTIPLE REGRESSION MODELS,1972,9,"['prediction', 'GRADE', 'point', 'AVERAGES', 'nursing', 'SCHOOLS', 'SECOND‐ORDER', 'MULTIPLE', 'regression']","['prediction', 'grade', 'point', 'averages', 'nursing', 'schools', 'second‐order', 'multiple', 'regression']",prediction grade point averages nursing schools second‐order multiple regression
LINN R.L.; WERTS C.E.,CONSIDERATIONS FOR STUDIES OF TEST BIAS,1971,8,"['consideration', 'study', 'test', 'BIAS']","['consideration', 'study', 'test', 'bias']",consideration study test bias
BERDIE F.S.,WHAT TEST QUESTIONS ARE LIKELY TO OFFEND THE GENERAL PUBLIC,1971,8,"['test', 'question', 'likely', 'offend', 'GENERAL', 'PUBLIC']","['test', 'question', 'likely', 'offend', 'general', 'public']",test question likely offend general public
STALLINGS W.M.; SMOCK H.R.,THE PASS‐FAIL GRADING OPTION AT A STATE UNIVERSITY: A FIVE SEMESTER EVALUATION,1971,8,"['PASS‐FAIL', 'GRADING', 'option', 'state', 'UNIVERSITY', 'FIVE', 'SEMESTER', 'evaluation']","['pass‐fail', 'grading', 'option', 'state', 'university', 'five', 'semester', 'evaluation']",pass‐fail grading option state university five semester evaluation
McMORRIS R.F.; AMBROSINO R.J.,SELF‐REPORT PREDICTORS: A REMINDER,1973,10,"['SELF‐REPORT', 'predictors', 'reminder']","['self‐report', 'predictors', 'reminder']",self‐report predictors reminder
KATZ M.; NORRIS L.,THE CONTRIBUTION OF ACADEMIC INTEREST MEASURES TO THE DIFFERENTIAL PREDICTION OF MARKS,1972,9,"['contribution', 'ACADEMIC', 'interest', 'MEASURES', 'differential', 'PREDICTION', 'marks']","['contribution', 'academic', 'interest', 'measures', 'differential', 'prediction', 'marks']",contribution academic interest measures differential prediction marks
BOARD C.; WHITNEY D.R.,"THE EFFECT OF SELECTED POOR ITEM‐WRITING PRACTICES ON TEST DIFFICULTY, RELIABILITY AND VALIDITY",1972,9,"['effect', 'select', 'POOR', 'item‐writing', 'practice', 'test', 'difficulty', 'RELIABILITY', 'VALIDITY']","['effect', 'select', 'poor', 'item‐writing', 'practice', 'test', 'difficulty', 'reliability', 'validity']",effect select poor item‐writing practice test difficulty reliability validity
BAIRD L.L.,THE FUNCTIONS OF COLLEGE ENVIRONMENTAL MEASURES,1971,8,"['function', 'COLLEGE', 'environmental', 'MEASURES']","['function', 'college', 'environmental', 'measures']",function college environmental measures
SPEEDIE S.M.; ASHER J.W.; TREFFINGER D.J.,COMMENT ON “FLUENCY AS A PERVASIVE ELEMENT IN THE MEASUREMENT OF CREATIVITY”,1971,8,"['comment', '""', 'FLUENCY', 'pervasive', 'element', 'CREATIVITY', '""']","['comment', '""', 'fluency', 'pervasive', 'element', 'creativity', '""']","comment "" fluency pervasive element creativity """
JENKINS J.R.; BAUSELL R.B.; MAGOON A.J.,SELECTION OF PROSE MATERIAL FOR TESTING,1972,9,"['selection', 'PROSE', 'MATERIAL', 'testing']","['selection', 'prose', 'material', 'testing']",selection prose material testing
AKEJU S.A.,THE RELIABILITY OF GENERAL CERTIFICATE OF EDUCATION EXAMINATION ENGLISH COMPOSITION PAPERS IN WEST AFRICA,1972,9,"['RELIABILITY', 'general', 'certificate', 'EDUCATION', 'examination', 'ENGLISH', 'COMPOSITION', 'paper', 'WEST', 'AFRICA']","['reliability', 'general', 'certificate', 'education', 'examination', 'english', 'composition', 'paper', 'west', 'africa']",reliability general certificate education examination english composition paper west africa
THORNDIKE R.L.,CONCEPTS OF CULTURE‐FAIRNESS,1971,8,"['CONCEPTS', 'CULTURE‐FAIRNESS']","['concepts', 'culture‐fairness']",concepts culture‐fairness
WILSON R.C.; DIENST E.R.; WATSON N.L.,CHARACTERISTICS OF EFFECTIVE COLLEGE TEACHERS AS PERCEIVED BY THEIR COLLEAGUES,1973,10,"['CHARACTERISTICS', 'effective', 'COLLEGE', 'teacher', 'PERCEIVED', 'colleagues']","['characteristics', 'effective', 'college', 'teacher', 'perceived', 'colleagues']",characteristics effective college teacher perceived colleagues
BUNDA M.A.,AN INVESTIGATION OF AN EXTENSION OF ITEM SAMPLING WHICH YIELDS INDIVIDUAL SCORES,1973,10,"['investigation', 'extension', 'item', 'SAMPLING', 'yields', 'INDIVIDUAL', 'SCORES']","['investigation', 'extension', 'item', 'sampling', 'yields', 'individual', 'scores']",investigation extension item sampling yields individual scores
PAGE E.B.,SEEKING A MEASURE OF GENERAL EDUCATIONAL ADVANCEMENT: THE BENTEE,1972,9,"['seek', 'measure', 'GENERAL', 'EDUCATIONAL', 'ADVANCEMENT', 'BENTEE']","['seek', 'measure', 'general', 'educational', 'advancement', 'bentee']",seek measure general educational advancement bentee
KALLINGAL A.,THE PREDICTION OF GRADES FOR BLACK AND WHITE STUDENTS AT MICHIGAN STATE UNIVERSITY,1971,8,"['prediction', 'GRADES', 'BLACK', 'white', 'student', 'MICHIGAN', 'STATE', 'UNIVERSITY']","['prediction', 'grades', 'black', 'white', 'student', 'michigan', 'state', 'university']",prediction grades black white student michigan state university
ROSSMAN B.B.; HORN J.L.,"COGNITIVE, MOTIVATIONAL AND TEMPERAMENTAL INDICANTS OF CREATIVITY AND INTELLIGENCE",1972,9,"['cognitive', 'motivational', 'temperamental', 'indicant', 'CREATIVITY', 'intelligence']","['cognitive', 'motivational', 'temperamental', 'indicant', 'creativity', 'intelligence']",cognitive motivational temperamental indicant creativity intelligence
"CARVER R.P.; DARBY C.A., JR.",DEVELOPMENT AND EVALUATION OF A TEST OF INFORMATION STORAGE DURING READING,1971,8,"['DEVELOPMENT', 'evaluation', 'test', 'information', 'storage', 'read']","['development', 'evaluation', 'test', 'information', 'storage', 'read']",development evaluation test information storage read
LORD F.M.,THE SELF‐SCORING FLEXILEVEL TEST,1971,8,"['SELF‐SCORING', 'FLEXILEVEL', 'test']","['self‐scoring', 'flexilevel', 'test']",self‐scoring flexilevel test
QUERESHI M.Y.,NOTE ON THE PEARSON r AS A FUNCTION OF THE BIVARIATE DISTRIBUTIONAL CHARACTERISTICS,1971,8,"['note', 'PEARSON', 'r', 'function', 'BIVARIATE', 'DISTRIBUTIONAL', 'CHARACTERISTICS']","['note', 'pearson', 'r', 'function', 'bivariate', 'distributional', 'characteristics']",note pearson r function bivariate distributional characteristics
